show processes memory location all
Sat Dec 26 10:28:11.734 UTC

node:      node0_0_CPU0
------------------------------------------------------------------
JID          Text       Data      Stack    Dynamic Process
310         40960      45056      24576     307200 l2snoop
334         36864     311296      16384     303104 mpls_fwd_show_proxy
237         45056      28672      16384     299008 fwd_driver_partner
162         24576      20480      16384     294912 cerrno_server
250          4096       8192      28672     294912 icpe_sdep
1178         4096       8192      16384     294912 tty_verifyd
55          77824      53248     200704     290816 bfm_server
370         28672     196608      16384     290816 pim_ma
368         28672     204800      16384     290816 pim6_ma
289          4096      40960      28672     290816 ipsla_ts_svr
75          90112      45056      77824     278528 obflmgr
239         16384      16384      45056     278528 hbagent
1126        36864      24576      24576     270336 service_role_daemon
1105        20480      45056      16384     270336 isis_uv
321         20480      20480      24576     270336 lpts_fm
354         20480      12288      32768     270336 oir_daemon
342         12288      12288      16384     266240 netio_debug_partner
439         36864      24576      49152     262144 tftp_server
65786       24576      24576      20480     262144 telnetd
393         16384      40960      24576     262144 rmf_cli_edm
1193         8192       8192      16384     262144 wanphy_proc
235         16384      16384      16384     258048 fr_edm
1172         8192      20480      20480     258048 ethernet_stats_controller_edm
400         36864      20480      53248     253952 sc_reddrv
147         12288      12288      20480     253952 bgp_policy_reg_agent
407         32768      20480      16384     249856 showd_lc
232         28672     540672      32768     249856 firmware_manager
351         20480      24576      86016     249856 obfl_config
186         12288      16384      36864     241664 diag_svr
86         159744      28672      16384     237568 random
90          28672      20480      20480     233472 shmwin_svr
168          8192      12288      16384     233472 chkpt_proxy
84         172032      28672       8192     229376 devc-pty
311         36864      20480      16384     229376 l2vpn_checker
93          32768      20480     114688     229376 syslogd_helper
1098        16384      16384      16384     225280 ip_expl_paths_daemon
299         16384      20480      16384     225280 ipv6_assembler
391          8192      12288      24576     225280 redstatsd
77          40960      20480      32768     221184 dmac_svr
356          8192       8192      20480     221184 ospf_policy_reg_agent
207          8192       8192      20480     221184 eigrp_policy_reg_agent
178         61440      45056      20480     217088 cpt_engine
236         20480      16384      40960     217088 fs_dev_info
290         12288      20480      16384     217088 ipv4_acl_act_agent
1130         8192       8192      16384     217088 spa_cfg_hlpr
71         118784      24576       8192     212992 mq
415         28672      16384      40960     212992 ssm_process
442         12288      12288      20480     212992 tty_show_users_edm
214         12288      12288      16384     212992 es_acl_act_agent
248         12288      12288      20480     212992 hm
324         20480      16384      36864     208896 ltrace_server
325         16384      16384      16384     208896 ltrace_sync
444         16384      12288      28672     208896 timezone_config
386          8192       8192      16384     204800 rdm_cfg_intf_scale
410         69632      32768      45056     200704 sld
380          8192       8192      16384     200704 pse_pol_cfg
53           8192      12288      49152     200704 attachd
65931        4096       8192      16384     200704 show_processes
432         20480      12288      16384     196608 sysmgr_show_proc_all_edm
296         12288      20480      16384     196608 ipv6_acl_cfg_agent
181          8192      53248      16384     196608 crypto_monitor
87           8192      12288      32768     196608 read_eeprom_protocol
69          57344      24576      16384     192512 mediasvr
1118        20480      16384      16384     192512 ospf_uv
1119        16384      16384      16384     192512 ospfv3_uv
349         12288      12288      16384     192512 nto_misc_shprocmem_edm
286          8192      12288      24576     192512 ipodwdm
1106        20480      16384      16384     188416 kc_srvr
180         12288      12288      16384     188416 crypto_edm
388          8192       8192      16384     188416 redfs_admin_config
1073         8192       8192      16384     188416 banner_config
404          8192      12288      16384     188416 shcfghistory-edm
218          8192       8192      16384     188416 fcd_admin_config
392          8192       8192      20480     188416 rip_policy_reg_agent
371          8192      12288      20480     188416 pim_policy_reg_agent
369          8192      12288      20480     188416 pim6_policy_reg_agent
333          8192      12288      20480     188416 mldp_policy_reg_agent
254          4096       8192      20480     188416 igmp_policy_reg_agent
357          4096       8192      20480     188416 ospfv3_policy_reg_agent
316          4096       8192      20480     188416 lisp_xr_policy_reg_agent
306          4096      12288      20480     188416 isis_policy_reg_agent
419         20480      16384      16384     184320 sysbkup_svr
182         16384      12288      16384     184320 debug_d
183         12288      12288      16384     184320 debug_d_admin
1191        12288      12288     147456     184320 snmppingd
327          8192       8192      16384     184320 meminfo_svr
212          8192      24576      16384     184320 envmon_cfg
382          8192      12288      28672     184320 qad_server
328          8192       8192      16384     184320 mempool_edm
440         32768      16384      32768     180224 top_procs
96          16384      12288      65536     180224 wd-critical-mon
187          8192      12288      16384     180224 div2_dm
406          8192       8192      16384     180224 showd_server
62         630784     139264      20480     176128 i2c_server
446         32768      24576      20480     176128 upgrade_daemon
317         12288       8192      16384     176128 local_sock
352          8192       8192      32768     176128 obfl_pd_driver
157         16384      24576      20480     172032 cctl_server
1158        12288      12288      16384     172032 eth_gl_cfg
389          8192       8192      16384     172032 redfs_config
450         16384      16384      16384     167936 wd-stat-publisher
1187        12288      12288      16384     167936 crs_stats_edm
326         12288      12288      16384     167936 mediasvr_edm
390          8192      12288      16384     167936 redfs_edm
413          8192      12288      16384     167936 spm_server
379          8192      12288      16384     167936 procfind
149         20480      28672      16384     163840 bundlemgr_checker
358         20480      12288      24576     163840 otn_sync
436         12288      12288      16384     163840 tcl_secure_mode
347          8192       8192      16384     163840 nsr_fo
433          4096       8192      16384     163840 tcam_mgr_rp
1134         4096       8192      16384     163840 ssh_conf_verifier
174          4096       8192      16384     163840 config_admin_verify
361          8192      16384      16384     159744 pcds_daemon
115          8192       8192      16384     159744 aipc_cleaner
95          77824      28672      57344     155648 umass-enum
429        720896     176128      20480     151552 sysmgr
179          8192       8192      16384     147456 cron
52          12288      12288      20480     139264 attach_server
65547      135168      40960      16384     122880 ksh
54           8192       8192      16384      98304 bcm_logger
78         131072      24576      57344      65536 pipe
72         126976      24576       8192      53248 mqueue
65928        4096       8192      12288      49152 show_processes
1          502497      54740          0          0 procnto-smp-instr

node:      node0_RP1_CPU0
------------------------------------------------------------------
JID          Text       Data      Stack    Dynamic Process
------ ---------- ---------- ---------- ---------- -------
88         126976      45056      73728   25997312 redfs_svr
1113     17342464    4665344     270336   25333760 netconf
431          8192      12288      16384   23654400 sysmgr_preload_dll
1110       458752     778240      40960   22360064 lspv_server
360        167936     143360      73728   20885504 parser_server
1053      1097728    6754304     417792   20013056 bgp
424          4096       8192     118784   15568896 sysdb_shared_sc
1155       200704      86016      36864   15253504 policy_repository
1166      3268608    1675264     221184   14794752 pim6
1190        40960      24576      16384   13910016 schema_server
66          73728      53248     126976   13881344 ce_switch
1165      3211264    1650688     253952   13352960 pim
423          4096       8192     118784   13144064 sysdb_shared_nc
1159       573440    1871872     286720   11550720 igmp
350        131072      77824      57344   11284480 nvgen_server
1164       503808    1601536     155648   11272192 mld
417          4096       8192      32768   10268672 statsd_manager_l
1147         4096       8192      32768   10252288 statsd_manager_g
1177         4096      12288      61440    9699328 telemetry_encoder
1152       446464     663552     102400    9097216 ipv6_rib
1150       446464     499712     204800    8884224 ipv4_rib
1051      6762496    4702208     131072    8540160 te_control
238        700416     733184     188416    8359936 gsp
57         290816      53248     143360    8171520 devb-ahci
1153       933888     954368     155648    7573504 mrib
1154       856064     909312     147456    7532544 mrib6
219        471040     307200      16384    7344128 fgid_server
1028       749568     708608     139264    7069696 ospfv3
1029       749568     708608     139264    7036928 ospfv3
291         61440      45056      40960    6819840 ipv4_acl_mgr
1018      1392640     835584     200704    6791168 ospf
1115         4096       8192      32768    6627328 nv_optical_satmgr
1175         4096      12288      36864    6455296 python_process_manager
427          4096       8192      69632    6356992 sysdb_svr_local
337        622592     290816      90112    6352896 mpls_lsd
421        200704      77824      77824    5623808 sysdb_mc
1186      3588096    2002944      81920    5599232 l2vpn_mgr
65559      286720      53248     143360    5259264 devb-umass
383        253952      98304      73728    5160960 fia_driver
426          4096       8192     118784    5005312 sysdb_svr_admin
451         86016     925696     176128    4960256 wdsysmon
1011      1642496     593920      86016    4591616 isis
1010      1642496     593920      77824    4567040 isis
1169       876544     548864     188416    4534272 bfd
1001       569344     229376     147456    4395008 snmpd
1185      1904640     626688     151552    4329472 mpls_ldp
123         24576      12288      16384    4182016 bag_schema_svr
1068       208896     294912     102400    4034560 bpm
221       3600384     884736     540672    3534848 fib_mgr
257        319488    1921024      94208    3473408 ipsec_mp
74          28672      20480      32768    3375104 nvram
308        978944     630784     192512    3289088 l2fib_mgr
79          16384      12288      57344    3149824 pkgfs
315        352256     368640      77824    3133440 licmgr
65546       16384      12288      36864    3092480 pkgfs
341        163840     139264     204800    2990080 netio
64         118784      65536     176128    2875392 insthelper
402         45056      32768      90112    2850816 sds
295        499712     225280     102400    2793472 ipv4_mfwd_partner
303        466944     217088     102400    2785280 ipv6_mfwd_partner
437        192512     102400     327680    2777088 tcp
85         167936     114688     118784    2670592 qnet
345         94208      36864      90112    2613248 nrssvr
242         57344      36864      57344    2568192 fgid_allocator
292        155648     110592      73728    2469888 ipv4_arm
384         81920      32768      98304    2469888 qsm
114        126976     139264      36864    2445312 aib
1042         4096       8192      49152    2396160 ipv4_static
396        307200      98304      32768    2252800 rsi_agent
253          4096       8192      40960    2170880 ifmgr
1095       204800      65536      73728    2162688 flowspec_mgr
298        147456     106496      73728    2146304 ipv6_arm
234        622592     327680     176128    2052096 fabricq_mgr
302        262144     114688     114688    2002944 ipv6_ma
252         40960      24576     110592    1970176 ifindex_server
331          8192      12288      90112    1949696 mibd_interface
422          4096       8192     122880    1941504 sysdb_shared_data_nc
216         81920      40960      28672    1937408 ether_caps_partner
260        987136     524288     122880    1880064 instdir
1161         4096       8192      32768    1867776 ipv4_local
1160         4096       8192      32768    1867776 ipv4_connected
387        122880      36864     139264    1839104 rdsfs_svr
1168      3518464     262144      69632    1810432 bundlemgr_distrib
385         57344      36864     208896    1794048 raw_ip
305        561152     331776     200704    1748992 ingressq
445         86016      49152     262144    1732608 udp
304        454656     241664      61440    1699840 ipv6_nd
243        483328     339968      65536    1691648 fsdb_aserver
1162         4096       8192      45056    1683456 ipv6_connected
1163         4096       8192      45056    1679360 ipv6_local
346         94208      36864      81920    1658880 nrssvr_global
150        610304     282624      77824    1622016 bundlemgr_local
355         86016     397312     135168    1556480 online_diag_rp
208         61440      40960      77824    1552384 ema_server
1174        12288      12288      77824    1552384 icpe_satmgr
367         90112      57344      28672    1515520 pifibm_server_rp
447         20480      12288      40960    1515520 vi_config_replicator
1189       110592      65536      69632    1470464 li_mgr
201         24576     389120      53248    1404928 eem_ed_sysmgr
397        229376      77824      65536    1396736 rsi_master
60         163840    1204224      98304    1363968 dumper
91         188416      65536      73728    1347584 spp
330          8192      12288      94208    1331200 mibd_infra
121        278528     581632      69632    1306624 arp
1140       229376    1007616      65536    1302528 vrrp
177        163840      81920      81920    1290240 correlatord
209         53248      36864      77824    1286144 ema_server_sdr
118        118784     155648      69632    1282048 aipc_proxy
241         49152      40960      73728    1269760 fab_svr
1097         8192       8192      81920    1257472 icpe_cpm
59         192512      77824      57344    1249280 dllmgr
211        368640     290816     106496    1232896 envmon
323        229376     167936     106496    1220608 lrd
372        176128      61440     131072    1212416 placed
332          8192      12288      94208    1212416 mibd_route
329          8192      12288      94208    1196032 mibd_entity
152        335872     233472      45056    1191936 call_home
362        122880      49152      28672    1163264 pfilter_ma
294        274432     110592      77824    1159168 ipv4_ma
61          81920      57344     110592    1155072 eth_server
301         73728      57344      61440    1126400 ipv6_io
293        135168      81920      90112    1114112 ipv4_io
1133        69632      40960      32768    1069056 srms
124        102400      36864      57344    1015808 bcdl_agent
215         12288      12288      61440    1011712 eth_mgmt
1142        53248      32768     131072     978944 xml_dedicated_ssl_agent
335         65536      36864      32768     974848 mpls_io
155         16384      16384      90112     917504 ccsq_mgr
1170        16384      61440      20480     905216 bgp_epe
94         720896     176128     217088     860160 sysmgr
159         69632      57344      16384     843776 cdp
120         24576      20480      65536     843776 alphadisplay
172         81920      61440     102400     802816 clns
1148        81920      49152      36864     802816 nfmgr
1192        40960      32768      32768     802816 vidmon_mgr
414         94208     176128      94208     798720 cpuctrl
1156        81920      49152      32768     765952 ipv4_mpa
1157        81920      53248      32768     761856 ipv6_mpa
405        274432     139264     184320     716800 shelfmgrv2
1039        65536      40960      28672     700416 ip_smiap
1141        53248      32768     147456     696320 xml_dedicated_agent
297        106496      57344      32768     692224 ipv6_acl_daemon
416         20480      16384      28672     671744 statsd_server
264        163840      81920      40960     667648 ntpd
258         20480      20480      32768     667648 inbarhb
1145       102400      45056      20480     643072 mpls_static
340         20480      16384      16384     643072 nd_partner
160         73728      36864      69632     638976 cemgbl
322        163840     212992      73728     622592 lpts_pa
233         69632      69632      20480     622592 flowtrap
1181        24576      20480      45056     606208 es_acl_mgr
245        770048     630784      32768     598016 fsdb_server
256         20480      24576      20480     593920 imaedm_server
287        110592      98304      36864     573440 ipsec_pp
1143        12288      12288      86016     573440 xml_tty_agent
1114        12288      12288      86016     573440 netconf_agent_tty
374         20480      16384      32768     565248 platform_mgr_common
163         20480      16384      65536     565248 cethha
418         28672     159744      16384     561152 svi_adj_mgr
206        159744      77824      45056     557056 eem_server
164        176128      65536     180224     552960 cfgmgr-rp
378        258048     212992      45056     536576 policymgr_rp
185          8192       8192      53248     528384 diag_online_d
244          8192       8192      28672     528384 fsdb_fadb
113         45056    6180864      32768     512000 fgid_aggregator
247        126976      32768      16384     507904 fstats_server
189         36864      32768     118784     491520 dsc
319        192512     106496      69632     483328 locald_DSC
58           4096       8192      69632     471040 devc-conaux
412          4096       8192      32768     462848 spio_ma
188          8192      12288      24576     442368 drp_pairing
63         139264      24576      36864     438272 inflator
76         118784      69632      49152     438272 pciesvr
65558      212992      53248      36864     430080 io-usb
205        147456      69632      32768     417792 eem_policy_dir
190         61440     102400      53248     413696 dumper_config
119         49152      24576      20480     413696 alarm-logger
1132        53248      28672      20480     409600 span_mgr
453          8192      12288      20480     409600 chkpt_proxy
457          8192      12288      20480     409600 chkpt_proxy
92           8192       8192      16384     401408 syslog_dev
170         73728      32768      45056     380928 cinetd
399         12288      16384      57344     376832 pex_driver
82          12288      12288      61440     372736 procmgr
398        110592      49152      20480     356352 sam_server
339         16384      16384      45056     356352 ncd
348          8192      16384      57344     356352 nsr_ping_reply
336         65536      36864      16384     352256 mpls_io_ea
1184       471040     196608      20480     348160 qos_ma
263         28672      36864      20480     348160 ip_aps
313         24576      20480      77824     348160 lc_fpd_upgrade
81           8192      12288      65536     348160 pldmgr
448        131072      40960      16384     339968 vlan_ea
300         40960      28672      32768     335872 ipv6_ea
359         69632      45056      65536     327680 packet
210         24576      16384      53248     327680 enf_broker
217         16384      12288      20480     327680 ether_sock
1180        45056      53248      20480     323584 ipv6_rump
449        237568      86016      16384     319488 vlan_ma
1183        90112      28672      20480     319488 pbr_ma
148         77824      73728      32768     319488 bundlemgr_adj
1167        24576      20480      16384     319488 auto_ip_ring
1179        40960      28672      20480     315392 ipv4_rump
310         40960      45056      24576     307200 l2snoop
1081       864256    2572288      24576     303104 cgn_ma
237         45056      28672      16384     299008 fwd_driver_partner
162         24576      20480      16384     294912 cerrno_server
55          77824      53248     200704     290816 bfm_server
354         20480      12288      32768     286720 oir_daemon
456          8192      12288      20480     282624 chkpt_proxy
455          8192      12288      20480     282624 chkpt_proxy
454          8192      12288      20480     282624 chkpt_proxy
75          90112      45056      77824     278528 obflmgr
394         77824     110592      28672     278528 rmf_svr
1146        32768     700416      16384     278528 intf_mgbl
239         16384      16384      45056     278528 hbagent
312          8192      12288      20480     270336 l2vpn_policy_reg_agent
192         16384      36864      28672     262144 eem_ed_config
439         36864      24576      49152     258048 tftp_server
320         20480      12288      16384     258048 loopback_caps_partner
1172         8192      20480      20480     258048 ethernet_stats_controller_edm
161        774144     221184      20480     253952 cepki
400         36864      20480      53248     249856 sc_reddrv
232         28672     540672      32768     249856 firmware_manager
1105        20480      45056      16384     241664 isis_uv
299         16384      20480      16384     241664 ipv6_assembler
186         12288      16384      36864     241664 diag_svr
86         159744      28672      16384     237568 random
168          8192      12288      16384     233472 chkpt_proxy
84         172032      28672       8192     229376 devc-pty
391          8192      12288      24576     225280 redstatsd
77          40960      20480      32768     221184 dmac_svr
90          28672      20480      20480     217088 shmwin_svr
314         24576      12288      28672     217088 licagent
236         20480      16384      40960     217088 fs_dev_info
351         20480      24576      69632     217088 obfl_config
93          32768      20480     131072     212992 syslogd_helper
407         32768      20480      16384     212992 showd_lc
415         28672      16384      40960     212992 ssm_process
321         20480      20480      20480     212992 lpts_fm
442         12288      12288      20480     212992 tty_show_users_edm
444         16384      12288      28672     208896 timezone_config
325         16384      16384      16384     208896 ltrace_sync
393         16384      40960      16384     204800 rmf_cli_edm
380          8192       8192      16384     204800 pse_pol_cfg
261        372736     167936      40960     200704 invmgr
410         69632      32768      45056     200704 sld
1108       172032      90112      20480     196608 lldp_agent
1109        36864      32768      20480     196608 lldp_mgr
432         20480      12288      16384     196608 sysmgr_show_proc_all_edm
53           8192      12288      40960     196608 attachd
87           8192      12288      32768     196608 read_eeprom_protocol
65900        4096       8192      16384     196608 show_processes
69          57344      24576      16384     192512 mediasvr
324         20480      16384      36864     192512 ltrace_server
349         12288      12288      16384     192512 nto_misc_shprocmem_edm
286          8192      12288      24576     192512 ipodwdm
182         16384      12288      28672     188416 debug_d
214         12288      12288      16384     188416 es_acl_act_agent
183         12288      12288      28672     188416 debug_d_admin
248         12288      12288      16384     188416 hm
296         12288      20480      16384     188416 ipv6_acl_cfg_agent
290         12288      20480      16384     188416 ipv4_acl_act_agent
404          8192      12288      16384     188416 shcfghistory-edm
388          8192       8192      16384     188416 redfs_admin_config
218          8192       8192      16384     188416 fcd_admin_config
419         20480      16384      16384     184320 sysbkup_svr
1191        12288      12288      16384     184320 snmppingd
328          8192       8192      16384     184320 mempool_edm
382          8192      12288      28672     184320 qad_server
327          8192       8192      16384     184320 meminfo_svr
212          8192      24576      16384     184320 envmon_cfg
440         32768      16384      32768     180224 top_procs
96          16384      12288      65536     180224 wd-critical-mon
1098        16384      16384      16384     180224 ip_expl_paths_daemon
406          8192       8192      16384     180224 showd_server
194         40960      40960      24576     176128 eem_ed_generic
1089        36864      40960      24576     176128 eem_ed_snmp
446         32768      24576      20480     176128 upgrade_daemon
1090        32768      36864      24576     176128 eem_ed_snmp_proxy
196         24576      36864      24576     176128 eem_ed_nd
203         24576      36864      24576     176128 eem_ed_timer
200         20480      57344      24576     176128 eem_ed_syslog
193         16384      32768      24576     176128 eem_ed_counter
197         16384      32768      24576     176128 eem_ed_none
147         12288      12288      20480     176128 bgp_policy_reg_agent
213         12288      12288      24576     176128 envmon_mon
202         12288      32768      24576     176128 eem_ed_test
207          8192       8192      20480     176128 eigrp_policy_reg_agent
352          8192       8192      32768     176128 obfl_pd_driver
371          8192      12288      20480     176128 pim_policy_reg_agent
333          8192      12288      20480     176128 mldp_policy_reg_agent
356          8192       8192      20480     176128 ospf_policy_reg_agent
392          8192       8192      20480     176128 rip_policy_reg_agent
369          8192      12288      20480     176128 pim6_policy_reg_agent
254          4096       8192      20480     176128 igmp_policy_reg_agent
357          4096       8192      20480     176128 ospfv3_policy_reg_agent
401          4096       8192      16384     176128 sconbkup
316          4096       8192      20480     176128 lisp_xr_policy_reg_agent
306          4096      12288      20480     176128 isis_policy_reg_agent
1137       118784      65536      16384     172032 tacacsd
246         36864      20480      16384     172032 fstats_aggr
370         28672     196608      16384     172032 pim_ma
368         28672     204800      16384     172032 pim6_ma
1106        20480      16384      16384     172032 kc_srvr
157         16384      24576      20480     172032 cctl_server
317         12288       8192      16384     172032 local_sock
389          8192       8192      16384     172032 redfs_config
62         630784     139264      20480     167936 i2c_server
1188       520192     200704      16384     167936 l2tp_mgr
1123       356352     348160      20480     167936 radiusd
1171        73728      36864      16384     167936 domain_services
1182        49152      28672      20480     167936 rt_check_mgr
1173        36864      24576      16384     167936 ftp_fs
1104        36864      36864      16384     167936 ipsla_responder
1112        32768      32768      16384     167936 mpp_srvr
438         32768      24576      16384     167936 tftp_fs
1176        24576      20480      16384     167936 rcp_fs
450         16384      16384      16384     167936 wd-stat-publisher
1038        12288      90112      24576     167936 icpe_nvfab_ma
1158        12288      12288      16384     167936 eth_gl_cfg
180         12288      12288      16384     167936 crypto_edm
326         12288      12288      16384     167936 mediasvr_edm
1078        12288      16384      16384     167936 cdp_mgr
1187        12288      12288      16384     167936 crs_stats_edm
1130         8192       8192      16384     167936 spa_cfg_hlpr
413          8192      12288      16384     167936 spm_server
390          8192      12288      16384     167936 redfs_edm
1073         8192       8192      16384     167936 banner_config
187          8192      12288      16384     167936 div2_dm
386          8192       8192      16384     167936 rdm_cfg_intf_scale
379          8192      12288      16384     167936 procfind
1178         4096       8192      16384     167936 tty_verifyd
184          4096       8192      16384     167936 devc-vty
428        106496      86016      94208     163840 syslogd
1125        86016      53248      24576     163840 service_director
1149        69632      53248      20480     163840 ipv4_mfwd_ma
1151        65536      49152      20480     163840 ipv6_mfwd_ma
1103        57344      77824      20480     163840 ipsla_ma
1127        45056     368640      16384     163840 sesvimgr
1126        36864      24576      24576     163840 service_role_daemon
1135        36864      28672      16384     163840 ssh_server
156         28672      28672      20480     163840 cctl_primary_server
262         24576      36864      16384     163840 ip_app
1118        20480      16384      16384     163840 ospf_uv
149         20480      28672      16384     163840 bundlemgr_checker
1119        16384      16384      16384     163840 ospfv3_uv
436         12288      12288      16384     163840 tcl_secure_mode
347          8192       8192      16384     163840 nsr_fo
174          4096       8192      16384     163840 config_admin_verify
1134         4096       8192      16384     163840 ssh_conf_verifier
240          8192       8192      16384     159744 asic_cfgtr
115          8192       8192      16384     159744 aipc_cleaner
361          8192      16384      16384     159744 pcds_daemon
1193         8192       8192      16384     159744 wanphy_proc
95          77824      28672      57344     155648 umass-enum
429        720896     176128      20480     151552 sysmgr
52          12288      12288      20480     139264 attach_server
71         118784      24576       8192     131072 mq
65547      135168      40960      16384     122880 ksh
54           8192       8192      16384      98304 bcm_logger
78         131072      24576      57344      49152 pipe
72         126976      24576       8192      40960 mqueue
1          502497      54740          0          0 procnto-smp-instr
RP/0/RP0/CPU0:CRS-B#
